"date","home_team","away_team","home_goals_scored","home_penalties","home_own_goals","away_goals_scored","away_penalties","away_own_goals","goal_diff_real","total_goals_real","penalty_ratio_home","penalty_ratio_away"
1992-11-22,"JAMAICA","EL SALVADOR",0,0,0,2,0,0,-2,2,0,0
1992-11-22,"SAINT VINCENT AND THE GRENADINES","HONDURAS",0,0,0,4,0,0,-4,4,0,0
1992-12-02,"ISRAEL","BULGARIA",0,0,0,2,0,0,-2,2,0,0
1992-12-20,"BOTSWANA","NIGER",0,0,0,1,0,0,-1,1,0,0
1992-12-20,"CONGO","NIGERIA",0,0,0,1,0,0,-1,1,0,0
1993-01-17,"BENIN","TUNISIA",0,0,0,5,0,0,-5,5,0,0
1993-01-17,"ETHIOPIA","MOROCCO",0,0,0,1,0,0,-1,1,0,0
1993-01-17,"NAMIBIA","MADAGASCAR",0,0,0,1,0,0,-1,1,0,0
1993-01-24,"MALTA","PORTUGAL",0,0,0,1,0,0,-1,1,0,0
1993-01-31,"CONGO","SOUTH AFRICA",0,0,0,1,0,0,-1,1,0,0
1993-02-13,"CYPRUS","BELGIUM",0,0,0,3,0,0,-3,3,0,0
1993-02-17,"ISRAEL","FRANCE",0,0,0,4,0,0,-4,4,0,0
1993-02-28,"TOGO","ANGOLA",0,0,0,1,0,0,-1,1,0,0
1993-03-27,"AUSTRIA","FRANCE",0,0,0,1,0,0,-1,1,0,0
1993-03-31,"HUNGARY","GREECE",0,0,0,1,1,0,-1,1,0,1
1993-03-31,"TURKEY","ENGLAND",0,0,0,2,0,0,-2,2,0,0
1993-04-08,"SRI LANKA","UNITED ARAB EMIRATES",0,0,0,4,0,0,-4,4,0,0
1993-04-13,"SRI LANKA","BANGLADESH",0,0,0,1,0,0,-1,1,0,0
1993-04-14,"LUXEMBOURG","RUSSIA",0,0,0,4,0,0,-4,4,0,0
1993-04-17,"MALTA","SWITZERLAND",0,0,0,2,0,0,-2,2,0,0
1993-04-18,"INDONESIA","SINGAPORE",0,0,0,2,0,0,-2,2,0,0
1993-04-24,"VIETNAM","NORTH KOREA",0,0,0,1,0,0,-1,1,0,0
1993-04-26,"VIETNAM","QATAR",0,0,0,4,1,0,-4,4,0,0.25
1993-04-28,"THAILAND","JAPAN",0,0,0,1,0,0,-1,1,0,0
1993-05-01,"MACAU","SAUDI ARABIA",0,0,0,6,1,0,-6,6,0,0.166666666666667
1993-05-03,"SRI LANKA","THAILAND",0,0,0,3,1,0,-3,3,0,0.333333333333333
1993-05-05,"SRI LANKA","JAPAN",0,0,0,6,0,0,-6,6,0,0
1993-05-11,"LEBANON","SOUTH KOREA",0,0,0,1,0,0,-1,1,0,0
1993-05-12,"ESTONIA","MALTA",0,0,0,1,0,0,-1,1,0,0
1993-05-13,"INDIA","SOUTH KOREA",0,0,0,3,1,0,-3,3,0,0.333333333333333
1993-05-15,"HONG KONG","SOUTH KOREA",0,0,0,3,0,0,-3,3,0,0
1993-05-18,"MACAU","MALAYSIA",0,0,0,5,0,0,-5,5,0,0
1993-05-19,"ESTONIA","SCOTLAND",0,0,0,3,0,0,-3,3,0,0
1993-05-19,"SAN MARINO","POLAND",0,0,0,3,0,0,-3,3,0,0
1993-05-22,"PAKISTAN","CHINA PR",0,0,0,5,0,0,-5,5,0,0
1993-05-25,"LITHUANIA","NORTHERN IRELAND",0,0,0,1,0,0,-1,1,0,0
1993-05-26,"JORDAN","CHINA PR",0,0,0,3,0,0,-3,3,0,0
1993-05-28,"PAKISTAN","IRAQ",0,0,0,8,0,0,-8,8,0,0
1993-05-30,"NEW ZEALAND","AUSTRALIA",0,0,0,1,0,0,-1,1,0,0
1993-06-02,"LITHUANIA","SPAIN",0,0,0,2,0,0,-2,2,0,0
1993-06-06,"FAROE ISLANDS","WALES",0,0,0,3,0,0,-3,3,0,0
1993-06-07,"INDIA","BAHRAIN",0,0,0,3,0,0,-3,3,0,0
1993-06-09,"LATVIA","REPUBLIC OF IRELAND",0,0,0,2,0,0,-2,2,0,0
1993-06-14,"PAKISTAN","YEMEN",0,0,0,3,0,0,-3,3,0,0
1993-06-16,"FAROE ISLANDS","CZECHOSLOVAKIA",0,0,0,3,0,0,-3,3,0,0
1993-06-16,"LITHUANIA","REPUBLIC OF IRELAND",0,0,0,1,0,0,-1,1,0,0
1993-06-20,"PAKISTAN","JORDAN",0,0,0,5,0,0,-5,5,0,0
1993-06-23,"TAIWAN","SYRIA",0,0,0,2,0,0,-2,2,0,0
1993-06-24,"CHILE","PERU",0,0,0,1,1,0,-1,1,0,1
1993-06-30,"ECUADOR","MEXICO",0,0,0,2,0,0,-2,2,0,0
1993-07-02,"ESTONIA","LATVIA",0,0,0,2,0,0,-2,2,0,0
1993-07-02,"OMAN","IRAN",0,0,0,1,0,0,-1,1,0,0
1993-07-03,"ECUADOR","COLOMBIA",0,0,0,1,0,0,-1,1,0,0
1993-07-04,"TAIWAN","IRAN",0,0,0,6,1,0,-6,6,0,0.166666666666667
1993-07-18,"GUINEA","CAMEROON",0,0,0,1,0,0,-1,1,0,0
1993-07-25,"VENEZUELA","URUGUAY",0,0,0,1,0,0,-1,1,0,0
1993-08-01,"PERU","ARGENTINA",0,0,0,1,0,0,-1,1,0,0
1993-08-08,"PERU","COLOMBIA",0,0,0,1,0,0,-1,1,0,0
1993-09-05,"ARGENTINA","COLOMBIA",0,0,0,5,0,0,-5,5,0,0
1993-09-05,"ECUADOR","URUGUAY",0,0,0,1,0,0,-1,1,0,0
1993-09-05,"ESTONIA","PORTUGAL",0,0,0,2,0,0,-2,2,0,0
1993-09-08,"ALBANIA","DENMARK",0,0,0,1,0,0,-1,1,0,0
1993-09-08,"FAROE ISLANDS","ROMANIA",0,0,0,4,0,0,-4,4,0,0
1993-09-08,"FINLAND","FRANCE",0,0,0,2,1,0,-2,2,0,0.5
1993-09-22,"ESTONIA","ITALY",0,0,0,3,1,0,-3,3,0,0.333333333333333
1993-09-22,"SAN MARINO","NETHERLANDS",0,0,0,7,1,0,-7,7,0,0.142857142857143
1993-10-13,"POLAND","NORWAY",0,0,0,3,0,0,-3,3,0,0
1993-10-16,"IRAN","SOUTH KOREA",0,0,0,3,0,0,-3,3,0,0
1993-10-21,"NORTH KOREA","JAPAN",0,0,0,3,0,0,-3,3,0,0
1993-11-17,"MALTA","SCOTLAND",0,0,0,2,0,0,-2,2,0,0
1994-03-26,"TUNISIA","MALI",0,0,0,2,0,0,-2,2,0,0
1994-03-28,"MALI","DR CONGO",0,0,0,1,0,0,-1,1,0,0
1994-04-02,"DR CONGO","NIGERIA",0,0,0,2,1,0,-2,2,0,0.5
1994-04-02,"EGYPT","MALI",0,0,0,1,0,0,-1,1,0,0
1994-06-18,"ITALY","REPUBLIC OF IRELAND",0,0,0,1,0,0,-1,1,0,0
1994-06-26,"SWITZERLAND","COLOMBIA",0,0,0,2,0,0,-2,2,0,0
1994-06-26,"UNITED STATES","ROMANIA",0,0,0,1,0,0,-1,1,0,0
1994-06-29,"BELGIUM","SAUDI ARABIA",0,0,0,1,0,0,-1,1,0,0
1994-06-30,"ARGENTINA","BULGARIA",0,0,0,2,0,0,-2,2,0,0
1994-06-30,"GREECE","NIGERIA",0,0,0,2,0,0,-2,2,0,0
1994-07-04,"UNITED STATES","BRAZIL",0,0,0,1,0,0,-1,1,0,0
1994-07-13,"SWEDEN","BRAZIL",0,0,0,1,0,0,-1,1,0,0
1994-07-30,"ESTONIA","LATVIA",0,0,0,2,0,0,-2,2,0,0
1994-09-04,"ESTONIA","CROATIA",0,0,0,2,0,0,-2,2,0,0
1994-09-07,"FINLAND","SCOTLAND",0,0,0,2,0,0,-2,2,0,0
1994-09-07,"GEORGIA","MOLDOVA",0,0,0,1,0,0,-1,1,0,0
1994-09-07,"ICELAND","SWEDEN",0,0,0,1,0,0,-1,1,0,0
1994-09-07,"LATVIA","REPUBLIC OF IRELAND",0,0,0,3,1,0,-3,3,0,0.333333333333333
1994-09-07,"LIECHTENSTEIN","AUSTRIA",0,0,0,4,0,0,-4,4,0,0
1994-09-07,"LUXEMBOURG","NETHERLANDS",0,0,0,4,0,0,-4,4,0,0
1994-09-07,"UKRAINE","LITHUANIA",0,0,0,2,0,0,-2,2,0,0
1994-10-08,"ESTONIA","ITALY",0,0,0,2,0,0,-2,2,0,0
1994-10-12,"NORTH MACEDONIA","SPAIN",0,0,0,2,0,0,-2,2,0,0
1994-11-15,"LIECHTENSTEIN","LATVIA",0,0,0,1,0,0,-1,1,0,0
1994-11-16,"AZERBAIJAN","ISRAEL",0,0,0,2,0,0,-2,2,0,0
1994-11-16,"BELARUS","NORWAY",0,0,0,4,1,0,-4,4,0,0.25
1994-11-16,"NORTHERN IRELAND","REPUBLIC OF IRELAND",0,0,0,4,0,0,-4,4,0,0
1994-12-13,"AZERBAIJAN","FRANCE",0,0,0,2,0,0,-2,2,0,0
1994-12-14,"ALBANIA","GEORGIA",0,0,0,1,0,0,-1,1,0,0
1994-12-14,"MALTA","NORWAY",0,0,0,1,0,0,-1,1,0,0
1994-12-14,"MOLDOVA","GERMANY",0,0,0,3,0,0,-3,3,0,0
1994-12-14,"WALES","BULGARIA",0,0,0,3,0,0,-3,3,0,0
1995-01-06,"JAPAN","NIGERIA",0,0,0,3,0,0,-3,3,0,0
1995-01-06,"SAUDI ARABIA","MEXICO",0,0,0,2,0,0,-2,2,0,0
1995-01-08,"SAUDI ARABIA","DENMARK",0,0,0,2,0,0,-2,2,0,0
1995-02-22,"MALTA","LUXEMBOURG",0,0,0,1,0,0,-1,1,0,0
1995-03-29,"GEORGIA","GERMANY",0,0,0,2,0,0,-2,2,0,0
1995-03-29,"LUXEMBOURG","NORWAY",0,0,0,2,0,0,-2,2,0,0
1995-03-29,"SAN MARINO","FINLAND",0,0,0,2,0,0,-2,2,0,0
1995-03-29,"UKRAINE","ITALY",0,0,0,2,0,0,-2,2,0,0
1995-04-26,"ARMENIA","SPAIN",0,0,0,2,0,0,-2,2,0,0
1995-04-26,"ESTONIA","UKRAINE",0,0,0,1,0,0,-1,1,0,0
1995-04-26,"FAROE ISLANDS","FINLAND",0,0,0,4,0,0,-4,4,0,0
1995-04-26,"GREECE","RUSSIA",0,0,0,3,0,1,-3,3,0,0
1995-04-26,"LATVIA","NORTHERN IRELAND",0,0,0,1,1,0,-1,1,0,1
1995-04-26,"LITHUANIA","ITALY",0,0,0,1,0,0,-1,1,0,0
1995-04-26,"MOLDOVA","BULGARIA",0,0,0,3,0,0,-3,3,0,0
1995-04-26,"SAN MARINO","SCOTLAND",0,0,0,2,0,0,-2,2,0,0
1995-05-20,"ESTONIA","LITHUANIA",0,0,0,7,0,0,-7,7,0,0
1995-06-07,"FAROE ISLANDS","SCOTLAND",0,0,0,2,0,0,-2,2,0,0
1995-06-07,"NORTH MACEDONIA","BELGIUM",0,0,0,5,0,0,-5,5,0,0
1995-06-07,"SAN MARINO","RUSSIA",0,0,0,7,1,0,-7,7,0,0.142857142857143
1995-06-07,"WALES","GEORGIA",0,0,0,1,0,0,-1,1,0,0
1995-07-11,"UNITED STATES","BOLIVIA",0,0,0,1,0,0,-1,1,0,0
1995-07-14,"ARGENTINA","UNITED STATES",0,0,0,3,0,0,-3,3,0,0
1995-07-20,"UNITED STATES","BRAZIL",0,0,0,1,0,0,-1,1,0,0
1995-08-15,"LIECHTENSTEIN","PORTUGAL",0,0,0,7,1,0,-7,7,0,0.142857142857143
1995-08-16,"ARMENIA","DENMARK",0,0,0,2,0,0,-2,2,0,0
1995-08-16,"AZERBAIJAN","SLOVAKIA",0,0,0,1,0,0,-1,1,0,0
1995-08-16,"ESTONIA","LITHUANIA",0,0,0,1,0,0,-1,1,0,0
1995-08-16,"FINLAND","RUSSIA",0,0,0,6,0,0,-6,6,0,0
1995-08-16,"ICELAND","SWITZERLAND",0,0,0,2,0,0,-2,2,0,0
1995-09-06,"SAN MARINO","GREECE",0,0,0,4,0,0,-4,4,0,0
1995-10-07,"ARMENIA","BELGIUM",0,0,0,2,0,0,-2,2,0,0
1995-10-07,"BELARUS","CZECH REPUBLIC",0,0,0,2,0,0,-2,2,0,0
1995-10-11,"LIECHTENSTEIN","NORTHERN IRELAND",0,0,0,4,0,0,-4,4,0,0
1995-10-11,"MALTA","NETHERLANDS",0,0,0,4,0,0,-4,4,0,0
1995-11-12,"MALTA","BELARUS",0,0,0,2,0,0,-2,2,0,0
1995-11-15,"SLOVAKIA","ROMANIA",0,0,0,2,0,0,-2,2,0,0
1995-11-17,"SOLOMON ISLANDS","TAHITI",0,0,0,1,0,0,-1,1,0,0
1995-12-13,"REPUBLIC OF IRELAND","NETHERLANDS",0,0,0,2,0,0,-2,2,0,0
1996-01-14,"GUATEMALA","MEXICO",0,0,0,1,0,0,-1,1,0,0
1996-01-14,"HONDURAS","BRAZIL",0,0,0,5,0,0,-5,5,0,0
1996-01-14,"IVORY COAST","GHANA",0,0,0,2,0,0,-2,2,0,0
1996-01-18,"UNITED STATES","BRAZIL",0,0,0,1,0,1,-1,1,0,0
1996-01-19,"DR CONGO","GABON",0,0,0,2,1,0,-2,2,0,0.5
1996-01-21,"MOZAMBIQUE","IVORY COAST",0,0,0,1,0,0,-1,1,0,0
1996-01-24,"SIERRA LEONE","ZAMBIA",0,0,0,4,0,0,-4,4,0,0
1996-01-24,"SOUTH AFRICA","EGYPT",0,0,0,1,0,0,-1,1,0,0
1996-01-25,"LIBERIA","DR CONGO",0,0,0,2,1,0,-2,2,0,0.5
1996-01-25,"MOZAMBIQUE","GHANA",0,0,0,2,0,0,-2,2,0,0
1996-03-31,"SURINAME","JAMAICA",0,0,0,1,0,0,-1,1,0,0
1996-04-24,"VENEZUELA","URUGUAY",0,0,0,2,0,0,-2,2,0,0
1996-05-05,"NICARAGUA","GUATEMALA",0,0,0,1,0,0,-1,1,0,0
1996-05-12,"CAYMAN ISLANDS","CUBA",0,0,0,1,0,0,-1,1,0,0
1996-05-14,"CAYMAN ISLANDS","CUBA",0,0,0,5,0,0,-5,5,0,0
1996-05-14,"DOMINICA","BARBADOS",0,0,0,1,0,0,-1,1,0,0
1996-05-18,"GRENADA","HAITI",0,0,0,1,0,0,-1,1,0,0
1996-05-19,"SAINT LUCIA","SAINT KITTS AND NEVIS",0,0,0,1,0,0,-1,1,0,0
1996-06-01,"MALAWI","SOUTH AFRICA",0,0,0,1,0,0,-1,1,0,0
1996-06-01,"UGANDA","ANGOLA",0,0,0,2,2,0,-2,2,0,1
1996-06-02,"ESWATINI","GABON",0,0,0,1,0,0,-1,1,0,0
1996-06-02,"SAN MARINO","WALES",0,0,0,5,0,0,-5,5,0,0
1996-06-02,"URUGUAY","PARAGUAY",0,0,0,2,0,0,-2,2,0,0
1996-06-10,"ROMANIA","FRANCE",0,0,0,1,0,0,-1,1,0,0
1996-06-11,"TURKEY","CROATIA",0,0,0,1,0,0,-1,1,0,0
1996-06-13,"SWITZERLAND","NETHERLANDS",0,0,0,2,0,0,-2,2,0,0
1996-06-16,"RUSSIA","GERMANY",0,0,0,3,0,0,-3,3,0,0
1996-06-16,"SIERRA LEONE","BURUNDI",0,0,0,1,0,0,-1,1,0,0
1996-06-19,"CROATIA","PORTUGAL",0,0,0,3,0,0,-3,3,0,0
1996-06-19,"TURKEY","DENMARK",0,0,0,3,0,0,-3,3,0,0
1996-06-23,"BARBADOS","JAMAICA",0,0,0,1,0,0,-1,1,0,0
1996-08-31,"LIECHTENSTEIN","REPUBLIC OF IRELAND",0,0,0,5,0,0,-5,5,0,0
1996-08-31,"NORTHERN IRELAND","UKRAINE",0,0,0,1,0,0,-1,1,0,0
1996-09-01,"MOLDOVA","ENGLAND",0,0,0,3,0,0,-3,3,0,0
1996-09-01,"SLOVENIA","DENMARK",0,0,0,2,0,0,-2,2,0,0
1996-09-01,"TRINIDAD AND TOBAGO","COSTA RICA",0,0,0,1,0,0,-1,1,0,0
1996-09-15,"SAINT VINCENT AND THE GRENADINES","MEXICO",0,0,0,3,0,0,-3,3,0,0
1996-09-26,"PHILIPPINES","SRI LANKA",0,0,0,3,0,0,-3,3,0,0
1996-10-05,"LATVIA","SCOTLAND",0,0,0,2,0,0,-2,2,0,0
1996-10-09,"ALBANIA","PORTUGAL",0,0,0,3,0,0,-3,3,0,0
1996-10-09,"ECUADOR","COLOMBIA",0,0,0,1,0,0,-1,1,0,0
1996-10-09,"ICELAND","ROMANIA",0,0,0,4,0,0,-4,4,0,0
1996-10-09,"SAN MARINO","BELGIUM",0,0,0,3,0,0,-3,3,0,0
1996-10-09,"SWEDEN","AUSTRIA",0,0,0,1,0,0,-1,1,0,0
1996-10-27,"TAHITI","AUSTRALIA",0,0,0,6,0,0,-6,6,0,0
1996-11-09,"GEORGIA","ENGLAND",0,0,0,2,0,0,-2,2,0,0
1996-11-10,"AZERBAIJAN","HUNGARY",0,0,0,3,1,0,-3,3,0,0.333333333333333
1996-11-10,"LIBERIA","TUNISIA",0,0,0,1,0,0,-1,1,0,0
1996-11-10,"LUXEMBOURG","RUSSIA",0,0,0,4,0,0,-4,4,0,0
1996-11-10,"SWITZERLAND","NORWAY",0,0,0,1,0,0,-1,1,0,0
1996-11-24,"TRINIDAD AND TOBAGO","UNITED STATES",0,0,0,1,0,0,-1,1,0,0
1996-12-06,"CHINA PR","UZBEKISTAN",0,0,0,2,0,0,-2,2,0,0
1996-12-09,"SYRIA","CHINA PR",0,0,0,3,0,0,-3,3,0,0
1996-12-11,"SAUDI ARABIA","IRAN",0,0,0,3,0,0,-3,3,0,0
1996-12-14,"BELGIUM","NETHERLANDS",0,0,0,3,1,0,-3,3,0,0.333333333333333
1996-12-14,"NORTH MACEDONIA","ROMANIA",0,0,0,3,1,0,-3,3,0,0.333333333333333
1996-12-15,"EL SALVADOR","CANADA",0,0,0,2,0,0,-2,2,0,0
1996-12-15,"VENEZUELA","COLOMBIA",0,0,0,2,0,0,-2,2,0,0
1996-12-18,"MALTA","SPAIN",0,0,0,3,0,0,-3,3,0,0
1997-01-12,"BURKINA FASO","GUINEA",0,0,0,2,0,0,-2,2,0,0
1997-01-12,"VENEZUELA","PARAGUAY",0,0,0,2,0,0,-2,2,0,0
1997-02-12,"COLOMBIA","ARGENTINA",0,0,0,1,0,0,-1,1,0,0
1997-02-12,"ENGLAND","ITALY",0,0,0,1,0,0,-1,1,0,0
1997-02-15,"TONGA","SOLOMON ISLANDS",0,0,0,4,0,0,-4,4,0,0
1997-02-22,"HONG KONG","SOUTH KOREA",0,0,0,2,0,0,-2,2,0,0
1997-03-16,"TAIWAN","SAUDI ARABIA",0,0,0,2,0,0,-2,2,0,0
1997-03-23,"OMAN","JAPAN",0,0,0,1,0,0,-1,1,0,0
1997-03-25,"MACAU","JAPAN",0,0,0,10,0,0,-10,10,0,0
1997-03-27,"NEPAL","JAPAN",0,0,0,6,0,0,-6,6,0,0
1997-03-29,"ALBANIA","UKRAINE",0,0,0,1,0,0,-1,1,0,0
1997-03-31,"BANGLADESH","MALAYSIA",0,0,0,1,0,0,-1,1,0,0
1997-03-31,"LUXEMBOURG","ISRAEL",0,0,0,3,1,0,-3,3,0,0.333333333333333
1997-03-31,"MALTA","SLOVAKIA",0,0,0,2,0,0,-2,2,0,0
1997-04-02,"BOSNIA AND HERZEGOVINA","GREECE",0,0,0,1,0,0,-1,1,0,0
1997-04-02,"LITHUANIA","ROMANIA",0,0,0,1,0,0,-1,1,0,0
1997-04-06,"GABON","MOROCCO",0,0,0,4,0,0,-4,4,0,0
1997-04-20,"CAMBODIA","YEMEN",0,0,0,1,0,0,-1,1,0,0
1997-04-26,"SIERRA LEONE","MOROCCO",0,0,0,1,0,0,-1,1,0,0
1997-04-26,"SINGAPORE","KUWAIT",0,0,0,1,0,0,-1,1,0,0
1997-04-30,"COLOMBIA","PERU",0,0,0,1,0,0,-1,1,0,0
1997-04-30,"GREECE","CROATIA",0,0,0,1,0,0,-1,1,0,0
1997-04-30,"LIECHTENSTEIN","LITHUANIA",0,0,0,2,0,0,-2,2,0,0
1997-04-30,"SAN MARINO","NETHERLANDS",0,0,0,6,0,0,-6,6,0,0
1997-05-09,"YEMEN","UZBEKISTAN",0,0,0,1,0,0,-1,1,0,0
1997-05-11,"TAJIKISTAN","CHINA PR",0,0,0,1,0,0,-1,1,0,0
1997-05-31,"POLAND","ENGLAND",0,0,0,2,0,0,-2,2,0,0
1997-06-01,"VIETNAM","TAJIKISTAN",0,0,0,4,0,0,-4,4,0,0
1997-06-02,"MALDIVES","IRAN",0,0,0,17,0,0,-17,17,0,0
1997-06-04,"KYRGYZSTAN","IRAN",0,0,0,7,0,0,-7,7,0,0
1997-06-06,"SYRIA","IRAN",0,0,0,1,0,0,-1,1,0,0
1997-06-07,"FIJI","NEW ZEALAND",0,0,0,1,1,0,-1,1,0,1
1997-06-08,"BELARUS","SCOTLAND",0,0,0,1,1,0,-1,1,0,1
1997-06-08,"EL SALVADOR","MEXICO",0,0,0,1,0,0,-1,1,0,0
1997-06-08,"VIETNAM","TURKMENISTAN",0,0,0,4,0,0,-4,4,0,0
1997-06-09,"MALDIVES","SYRIA",0,0,0,12,0,0,-12,12,0,0
1997-06-11,"CHILE","PARAGUAY",0,0,0,1,0,0,-1,1,0,0
1997-06-11,"PAKISTAN","KAZAKHSTAN",0,0,0,7,0,0,-7,7,0,0
1997-06-13,"MALDIVES","KYRGYZSTAN",0,0,0,6,0,0,-6,6,0,0
1997-06-14,"PARAGUAY","ECUADOR",0,0,0,2,0,0,-2,2,0,0
1997-06-21,"PAPUA NEW GUINEA","FIJI",0,0,0,1,0,0,-1,1,0,0
1997-06-22,"NEPAL","OMAN",0,0,0,6,0,1,-6,6,0,0
1997-06-25,"MACAU","OMAN",0,0,0,2,0,0,-2,2,0,0
1997-06-28,"NEW ZEALAND","AUSTRALIA",0,0,0,3,0,0,-3,3,0,0
1997-08-17,"GHANA","SIERRA LEONE",0,0,0,2,0,0,-2,2,0,0
1997-08-20,"ESTONIA","AUSTRIA",0,0,0,3,0,0,-3,3,0,0
1997-08-20,"FINLAND","NORWAY",0,0,0,4,0,0,-4,4,0,0
1997-08-20,"LIECHTENSTEIN","ICELAND",0,0,0,4,0,0,-4,4,0,0
1997-08-20,"VENEZUELA","PERU",0,0,0,3,0,0,-3,3,0,0
1997-09-06,"AZERBAIJAN","NORWAY",0,0,0,1,0,0,-1,1,0,0
1997-09-06,"FAROE ISLANDS","CZECH REPUBLIC",0,0,0,2,0,0,-2,2,0,0
1997-09-06,"SLOVENIA","GREECE",0,0,0,3,0,0,-3,3,0,0
1997-09-10,"BELARUS","AUSTRIA",0,0,0,1,0,0,-1,1,0,0
1997-09-10,"SAN MARINO","TURKEY",0,0,0,5,0,1,-5,5,0,0
1997-09-19,"QATAR","KUWAIT",0,0,0,2,0,0,-2,2,0,0
1997-09-24,"MALTA","CZECH REPUBLIC",0,0,0,1,0,0,-1,1,0,0
1997-09-24,"MOLDOVA","GEORGIA",0,0,0,1,0,0,-1,1,0,0
1997-10-07,"MOLDOVA","POLAND",0,0,0,3,0,0,-3,3,0,0
1997-10-11,"ARMENIA","UKRAINE",0,0,0,2,0,0,-2,2,0,0
1997-10-11,"MALTA","SERBIA",0,0,0,5,0,0,-5,5,0,0
1997-10-12,"PERU","CHILE",0,0,0,4,0,0,-4,4,0,0
1997-10-24,"KUWAIT","QATAR",0,0,0,1,0,0,-1,1,0,0
1997-11-01,"SOUTH KOREA","JAPAN",0,0,0,2,0,0,-2,2,0,0
1997-11-09,"CANADA","UNITED STATES",0,0,0,3,0,0,-3,3,0,0
1997-11-12,"QATAR","SAUDI ARABIA",0,0,0,1,0,0,-1,1,0,0
1997-12-12,"SAUDI ARABIA","BRAZIL",0,0,0,3,0,0,-3,3,0,0
1997-12-13,"UNITED ARAB EMIRATES","URUGUAY",0,0,0,2,0,0,-2,2,0,0
1997-12-14,"SAUDI ARABIA","MEXICO",0,0,0,5,0,0,-5,5,0,0
1997-12-19,"URUGUAY","AUSTRALIA",0,0,0,1,0,0,-1,1,0,0
1998-02-07,"BURKINA FASO","CAMEROON",0,0,0,1,0,0,-1,1,0,0
1998-02-08,"ALGERIA","GUINEA",0,0,0,1,0,0,-1,1,0,0
1998-02-08,"EL SALVADOR","BRAZIL",0,0,0,4,0,0,-4,4,0,0
1998-02-12,"JAMAICA","MEXICO",0,0,0,1,0,0,-1,1,0,0
1998-02-13,"ZAMBIA","EGYPT",0,0,0,4,0,0,-4,4,0,0
1998-02-15,"UNITED STATES","MEXICO",0,0,0,1,0,0,-1,1,0,0
1998-02-16,"GHANA","DR CONGO",0,0,0,1,0,0,-1,1,0,0
1998-02-17,"EGYPT","MOROCCO",0,0,0,1,0,0,-1,1,0,0
1998-02-20,"CAMEROON","DR CONGO",0,0,0,1,0,0,-1,1,0,0
1998-02-25,"BURKINA FASO","EGYPT",0,0,0,2,0,0,-2,2,0,0
1998-02-28,"SOUTH AFRICA","EGYPT",0,0,0,2,0,0,-2,2,0,0
1998-06-12,"SAUDI ARABIA","DENMARK",0,0,0,1,0,0,-1,1,0,0
1998-06-20,"JAPAN","CROATIA",0,0,0,1,0,0,-1,1,0,0
1998-06-23,"SCOTLAND","MOROCCO",0,0,0,3,0,0,-3,3,0,0
1998-06-25,"ESTONIA","LATVIA",0,0,0,2,0,0,-2,2,0,0
1998-06-25,"UNITED STATES","SERBIA",0,0,0,1,0,0,-1,1,0,0
1998-06-26,"COLOMBIA","ENGLAND",0,0,0,2,0,0,-2,2,0,0
1998-06-30,"ROMANIA","CROATIA",0,0,0,1,1,0,-1,1,0,1
1998-07-04,"GERMANY","CROATIA",0,0,0,3,0,0,-3,3,0,0
1998-09-05,"WALES","ITALY",0,0,0,2,0,0,-2,2,0,0
1998-09-06,"BULGARIA","POLAND",0,0,0,3,0,0,-3,3,0,0
1998-09-06,"FAROE ISLANDS","CZECH REPUBLIC",0,0,0,1,0,0,-1,1,0,0
1998-10-04,"AUSTRALIA","NEW ZEALAND",0,0,0,1,0,0,-1,1,0,0
1998-10-10,"ANDORRA","UKRAINE",0,0,0,2,0,0,-2,2,0,0
1998-10-10,"AZERBAIJAN","HUNGARY",0,0,0,4,1,0,-4,4,0,0.25
1998-10-10,"CYPRUS","AUSTRIA",0,0,0,3,0,0,-3,3,0,0
1998-10-10,"LIECHTENSTEIN","SLOVAKIA",0,0,0,4,0,0,-4,4,0,0
1998-10-10,"PORTUGAL","ROMANIA",0,0,0,1,0,0,-1,1,0,0
1998-10-10,"SAN MARINO","ISRAEL",0,0,0,5,0,1,-5,5,0,0
1998-10-14,"BULGARIA","SWEDEN",0,0,0,1,0,0,-1,1,0,0
1998-10-14,"LUXEMBOURG","ENGLAND",0,0,0,3,1,0,-3,3,0,0.333333333333333
1998-10-14,"SLOVAKIA","PORTUGAL",0,0,0,3,0,0,-3,3,0,0
1998-11-18,"SAN MARINO","CYPRUS",0,0,0,1,0,0,-1,1,0,0
1999-02-10,"MALTA","SERBIA",0,0,0,3,0,0,-3,3,0,0
1999-03-27,"ANDORRA","ICELAND",0,0,0,2,0,0,-2,2,0,0
1999-03-27,"ARMENIA","RUSSIA",0,0,0,3,1,0,-3,3,0,0.333333333333333
1999-03-27,"BELARUS","SWITZERLAND",0,0,0,1,0,0,-1,1,0,0
1999-03-27,"GREECE","NORWAY",0,0,0,2,0,0,-2,2,0,0
1999-03-27,"NORTHERN IRELAND","GERMANY",0,0,0,3,0,1,-3,3,0,0
1999-03-31,"AZERBAIJAN","ROMANIA",0,0,0,1,0,0,-1,1,0,0
1999-03-31,"LIECHTENSTEIN","PORTUGAL",0,0,0,5,1,0,-5,5,0,0.2
1999-03-31,"LUXEMBOURG","BULGARIA",0,0,0,2,0,0,-2,2,0,0
1999-03-31,"POLAND","SWEDEN",0,0,0,1,0,0,-1,1,0,0
