"date","home_team","away_team","home_goals_scored","home_penalties","home_own_goals","away_goals_scored","away_penalties","away_own_goals","goal_diff_real","total_goals_real","penalty_ratio_home","penalty_ratio_away"
1916-07-06,"ARGENTINA","CHILE",6,2,0,1,0,0,5,7,0.333333333333333,0
1916-07-08,"BRAZIL","CHILE",1,0,0,1,0,0,0,2,0,0
1916-07-10,"ARGENTINA","BRAZIL",1,0,0,1,0,0,0,2,0,0
1916-07-12,"BRAZIL","URUGUAY",1,0,0,2,0,0,-1,3,0,0
1917-09-30,"URUGUAY","CHILE",4,1,0,0,0,0,4,4,0.25,0
1917-10-03,"ARGENTINA","BRAZIL",4,2,0,2,1,0,2,6,0.5,0.5
1917-10-06,"ARGENTINA","CHILE",1,0,1,0,0,0,1,1,0,0
1917-10-07,"URUGUAY","BRAZIL",4,0,0,0,0,0,4,4,0,0
1917-10-12,"BRAZIL","CHILE",5,0,0,0,0,0,5,5,0,0
1917-10-14,"URUGUAY","ARGENTINA",1,0,0,0,0,0,1,1,0,0
1919-05-11,"BRAZIL","CHILE",6,0,0,0,0,0,6,6,0,0
1919-05-13,"ARGENTINA","URUGUAY",2,0,1,3,0,0,-1,5,0,0
1919-05-18,"BRAZIL","ARGENTINA",3,0,0,1,0,0,2,4,0,0
1919-05-22,"ARGENTINA","CHILE",4,0,0,1,0,0,3,5,0,0
1919-05-26,"BRAZIL","URUGUAY",2,0,0,2,0,0,0,4,0,0
1919-05-29,"BRAZIL","URUGUAY",1,0,0,0,0,0,1,1,0,0
1920-09-12,"URUGUAY","ARGENTINA",1,0,0,1,0,0,0,2,0,0
1920-09-20,"CHILE","ARGENTINA",1,0,0,1,0,0,0,2,0,0
1920-09-25,"ARGENTINA","BRAZIL",2,0,0,0,0,0,2,2,0,0
1920-10-03,"CHILE","URUGUAY",1,0,0,2,0,0,-1,3,0,0
1921-10-02,"ARGENTINA","BRAZIL",1,0,0,0,0,0,1,1,0,0
1921-10-09,"PARAGUAY","URUGUAY",2,0,0,1,0,0,1,3,0,0
1921-10-12,"BRAZIL","PARAGUAY",3,0,0,0,0,0,3,3,0,0
1921-10-16,"ARGENTINA","PARAGUAY",3,0,0,0,0,0,3,3,0,0
1921-10-23,"BRAZIL","URUGUAY",1,0,0,2,0,0,-1,3,0,0
1921-10-30,"ARGENTINA","URUGUAY",1,0,0,0,0,0,1,1,0,0
1922-09-17,"BRAZIL","CHILE",1,0,0,1,0,0,0,2,0,0
1922-09-24,"BRAZIL","PARAGUAY",1,0,0,1,0,0,0,2,0,0
1922-09-28,"ARGENTINA","CHILE",4,0,0,0,0,0,4,4,0,0
1922-10-12,"PARAGUAY","URUGUAY",1,0,0,0,0,0,1,1,0,0
1922-10-15,"BRAZIL","ARGENTINA",2,1,0,0,0,0,2,2,0.5,0
1922-10-18,"ARGENTINA","PARAGUAY",2,1,0,0,0,0,2,2,0.5,0
1922-11-06,"BRAZIL","PARAGUAY",3,0,0,0,0,0,3,3,0,0
1923-10-29,"ARGENTINA","PARAGUAY",4,0,0,3,0,0,1,7,0,0
1923-11-04,"URUGUAY","PARAGUAY",2,0,0,0,0,0,2,2,0,0
1923-11-18,"ARGENTINA","BRAZIL",2,0,0,1,0,0,1,3,0,0
1923-11-25,"URUGUAY","BRAZIL",2,0,0,1,0,0,1,3,0,0
1923-12-02,"URUGUAY","ARGENTINA",2,0,0,0,0,0,2,2,0,0
1924-05-25,"CZECHOSLOVAKIA","TURKEY",5,0,0,2,0,0,3,7,0,0
1924-05-25,"ITALY","SPAIN",1,0,1,0,0,0,1,1,0,0
1924-05-25,"SWITZERLAND","LITHUANIA",9,1,0,0,0,0,9,9,0.111111111111111,0
1924-05-25,"UNITED STATES","ESTONIA",1,1,0,0,0,0,1,1,1,0
1924-05-26,"HUNGARY","POLAND",5,0,0,0,0,0,5,5,0,0
1924-05-26,"URUGUAY","YUGOSLAVIA",7,0,0,0,0,0,7,7,0,0
1924-05-27,"FRANCE","LATVIA",7,0,0,0,0,0,7,7,0,0
1924-05-27,"NETHERLANDS","ROMANIA",6,1,0,0,0,0,6,6,0.166666666666667,0
1924-05-28,"REPUBLIC OF IRELAND","BULGARIA",1,0,0,0,0,0,1,1,0,0
1924-05-28,"SWITZERLAND","CZECHOSLOVAKIA",1,0,0,1,1,0,0,2,0,1
1924-05-29,"EGYPT","HUNGARY",3,0,0,0,0,0,3,3,0,0
1924-05-29,"ITALY","LUXEMBOURG",2,0,0,0,0,0,2,2,0,0
1924-05-29,"SWEDEN","BELGIUM",8,0,0,1,0,0,7,9,0,0
1924-05-29,"URUGUAY","UNITED STATES",3,0,0,0,0,0,3,3,0,0
1924-05-30,"SWITZERLAND","CZECHOSLOVAKIA",1,0,0,0,0,0,1,1,0,0
1924-06-01,"FRANCE","URUGUAY",1,0,0,5,0,0,-4,6,0,0
1924-06-01,"SWEDEN","EGYPT",5,0,0,0,0,0,5,5,0,0
1924-06-02,"NETHERLANDS","REPUBLIC OF IRELAND",2,0,0,1,0,0,1,3,0,0
1924-06-02,"SWITZERLAND","ITALY",2,0,0,1,0,0,1,3,0,0
1924-06-05,"SWITZERLAND","SWEDEN",2,0,0,1,0,0,1,3,0,0
1924-06-06,"URUGUAY","NETHERLANDS",2,1,0,1,0,0,1,3,0.5,0
1924-06-08,"SWEDEN","NETHERLANDS",1,0,0,1,0,0,0,2,0,0
1924-06-09,"SWEDEN","NETHERLANDS",3,0,0,1,1,0,2,4,0,1
1924-06-09,"URUGUAY","SWITZERLAND",3,0,0,0,0,0,3,3,0,0
1924-10-19,"URUGUAY","CHILE",5,0,0,0,0,0,5,5,0,0
1924-10-25,"ARGENTINA","CHILE",2,0,0,0,0,0,2,2,0,0
1924-10-26,"URUGUAY","PARAGUAY",3,0,0,1,0,0,2,4,0,0
1924-11-01,"CHILE","PARAGUAY",1,0,0,3,0,0,-2,4,0,0
1925-11-29,"ARGENTINA","PARAGUAY",2,0,0,0,0,0,2,2,0,0
1925-12-06,"BRAZIL","PARAGUAY",5,0,0,2,0,0,3,7,0,0
1925-12-13,"ARGENTINA","BRAZIL",4,0,0,1,0,0,3,5,0,0
1925-12-17,"BRAZIL","PARAGUAY",3,0,0,1,0,0,2,4,0,0
1925-12-20,"ARGENTINA","PARAGUAY",3,0,0,1,0,0,2,4,0,0
1925-12-25,"ARGENTINA","BRAZIL",2,0,0,2,0,0,0,4,0,0
1926-10-12,"CHILE","BOLIVIA",7,0,0,1,0,0,6,8,0,0
1926-10-16,"ARGENTINA","BOLIVIA",5,0,0,0,0,0,5,5,0,0
1926-10-17,"CHILE","URUGUAY",1,1,0,3,0,0,-2,4,1,0
1926-10-20,"ARGENTINA","PARAGUAY",8,0,0,0,0,0,8,8,0,0
1926-10-23,"BOLIVIA","PARAGUAY",1,0,0,6,0,0,-5,7,0,0
1926-10-31,"CHILE","ARGENTINA",1,0,0,1,0,0,0,2,0,0
1926-11-01,"PARAGUAY","URUGUAY",1,1,0,6,1,0,-5,7,1,0.166666666666667
1926-11-03,"CHILE","PARAGUAY",5,0,0,1,0,0,4,6,0,0
1927-10-30,"ARGENTINA","BOLIVIA",7,1,0,1,0,0,6,8,0.142857142857143,0
1927-11-13,"PERU","BOLIVIA",3,0,0,2,0,0,1,5,0,0
1927-11-20,"ARGENTINA","URUGUAY",3,1,1,2,0,0,1,5,0.333333333333333,0
1927-11-27,"PERU","ARGENTINA",1,0,0,5,0,0,-4,6,0,0
1928-05-27,"BELGIUM","LUXEMBOURG",5,0,0,3,0,0,2,8,0,0
1928-05-27,"PORTUGAL","CHILE",4,0,0,2,0,0,2,6,0,0
1928-05-28,"EGYPT","TURKEY",7,1,0,1,0,0,6,8,0.142857142857143,0
1928-05-28,"GERMANY","SWITZERLAND",4,0,0,0,0,0,4,4,0,0
1928-05-29,"ARGENTINA","UNITED STATES",11,0,0,2,0,0,9,13,0,0
1928-05-29,"ITALY","FRANCE",4,0,0,3,0,0,1,7,0,0
1928-05-29,"PORTUGAL","YUGOSLAVIA",2,0,0,1,0,0,1,3,0,0
1928-05-30,"SPAIN","MEXICO",7,0,0,1,0,0,6,8,0,0
1928-06-01,"ITALY","SPAIN",1,0,0,1,0,0,0,2,0,0
1928-06-02,"ARGENTINA","BELGIUM",6,0,0,3,0,0,3,9,0,0
1928-06-03,"URUGUAY","GERMANY",4,0,0,1,0,0,3,5,0,0
1928-06-04,"EGYPT","PORTUGAL",2,0,0,1,0,0,1,3,0,0
1928-06-04,"ITALY","SPAIN",7,0,0,1,0,0,6,8,0,0
1928-06-05,"CHILE","MEXICO",3,0,0,1,0,0,2,4,0,0
1928-06-05,"NETHERLANDS","BELGIUM",3,0,0,1,0,0,2,4,0,0
1928-06-06,"ARGENTINA","EGYPT",6,0,0,0,0,0,6,6,0,0
1928-06-07,"URUGUAY","ITALY",3,0,0,2,0,0,1,5,0,0
1928-06-08,"NETHERLANDS","CHILE",2,0,0,2,0,0,0,4,0,0
1928-06-09,"ITALY","EGYPT",11,0,0,3,0,0,8,14,0,0
1928-06-10,"URUGUAY","ARGENTINA",1,0,0,1,0,0,0,2,0,0
1928-06-13,"URUGUAY","ARGENTINA",2,0,0,1,0,0,1,3,0,0
1928-07-25,"LATVIA","LITHUANIA",3,0,0,0,0,0,3,3,0,0
1928-07-26,"ESTONIA","LITHUANIA",6,1,0,0,0,0,6,6,0.166666666666667,0
1929-08-14,"LATVIA","LITHUANIA",3,0,0,1,1,0,2,4,0,1
1929-08-15,"LATVIA","ESTONIA",2,0,0,2,0,0,0,4,0,0
1929-08-16,"ESTONIA","LITHUANIA",5,0,0,2,0,0,3,7,0,0
1929-11-01,"PARAGUAY","URUGUAY",3,0,0,0,0,0,3,3,0,0
1929-11-03,"ARGENTINA","PERU",3,0,0,0,0,0,3,3,0,0
1929-11-10,"ARGENTINA","PARAGUAY",4,0,0,1,0,0,3,5,0,0
1929-11-11,"PERU","URUGUAY",1,0,0,4,0,0,-3,5,0,0
1929-11-16,"PARAGUAY","PERU",5,0,0,0,0,0,5,5,0,0
1929-11-17,"ARGENTINA","URUGUAY",2,0,0,0,0,0,2,2,0,0
1930-07-13,"FRANCE","MEXICO",4,0,0,1,0,0,3,5,0,0
1930-07-14,"BRAZIL","YUGOSLAVIA",1,0,0,2,0,0,-1,3,0,0
1930-07-14,"PERU","ROMANIA",1,0,0,3,0,0,-2,4,0,0
1930-07-15,"ARGENTINA","FRANCE",1,0,0,0,0,0,1,1,0,0
1930-07-16,"CHILE","MEXICO",3,0,1,0,0,0,3,3,0,0
1930-07-18,"URUGUAY","PERU",1,0,0,0,0,0,1,1,0,0
1930-07-19,"ARGENTINA","MEXICO",6,0,0,3,1,0,3,9,0,0.333333333333333
1930-07-19,"CHILE","FRANCE",1,0,0,0,0,0,1,1,0,0
1930-07-21,"URUGUAY","ROMANIA",4,0,0,0,0,0,4,4,0,0
1930-07-22,"ARGENTINA","CHILE",3,0,0,1,0,0,2,4,0,0
1930-07-26,"ARGENTINA","UNITED STATES",6,0,0,1,0,0,5,7,0,0
1930-07-27,"URUGUAY","YUGOSLAVIA",6,0,0,1,0,0,5,7,0,0
1930-07-30,"URUGUAY","ARGENTINA",4,0,0,2,0,0,2,6,0,0
1930-08-15,"LITHUANIA","ESTONIA",2,0,0,1,0,0,1,3,0,0
1930-08-16,"LATVIA","ESTONIA",3,0,0,2,0,0,1,5,0,0
1930-08-17,"LITHUANIA","LATVIA",3,0,0,3,0,0,0,6,0,0
1931-08-30,"ESTONIA","LITHUANIA",2,0,0,0,0,0,2,2,0,0
1931-08-31,"LATVIA","LITHUANIA",1,0,0,0,0,0,1,1,0,0
1931-09-01,"ESTONIA","LATVIA",3,0,0,1,0,0,2,4,0,0
1932-08-28,"LATVIA","LITHUANIA",4,0,0,1,0,0,3,5,0,0
1932-08-29,"ESTONIA","LITHUANIA",1,0,0,2,0,0,-1,3,0,0
1932-08-30,"LATVIA","ESTONIA",1,0,0,0,0,0,1,1,0,0
1933-06-11,"SWEDEN","ESTONIA",6,0,0,2,0,0,4,8,0,0
1933-09-02,"LITHUANIA","ESTONIA",1,0,0,1,0,0,0,2,0,0
1933-09-04,"LITHUANIA","LATVIA",2,0,0,2,0,0,0,4,0,0
1933-09-24,"YUGOSLAVIA","SWITZERLAND",2,0,0,2,0,0,0,4,0,0
1933-10-15,"POLAND","CZECHOSLOVAKIA",1,0,0,2,0,0,-1,3,0,0
1933-10-29,"SWITZERLAND","ROMANIA",2,1,0,2,0,0,0,4,0.5,0
1934-01-28,"HAITI","CUBA",1,1,0,3,1,0,-2,4,1,0.333333333333333
1934-02-01,"HAITI","CUBA",1,1,0,1,0,0,0,2,1,0
1934-02-25,"REPUBLIC OF IRELAND","BELGIUM",4,0,0,4,0,0,0,8,0,0
1934-03-04,"MEXICO","CUBA",3,0,0,2,0,0,1,5,0,0
1934-03-11,"LUXEMBOURG","GERMANY",1,0,0,9,0,0,-8,10,0,0
1934-03-11,"MEXICO","CUBA",5,0,0,0,0,0,5,5,0,0
1934-03-11,"SPAIN","PORTUGAL",9,1,0,0,0,0,9,9,0.111111111111111,0
1934-03-16,"EGYPT","ISRAEL",7,0,0,1,0,0,6,8,0,0
1934-03-18,"MEXICO","CUBA",4,0,0,1,0,0,3,5,0,0
1934-03-18,"PORTUGAL","SPAIN",1,0,0,2,0,0,-1,3,0,0
1934-03-25,"BULGARIA","HUNGARY",1,0,0,4,1,0,-3,5,0,0.25
1934-03-25,"ITALY","GREECE",4,0,0,0,0,0,4,4,0,0
1934-04-06,"ISRAEL","EGYPT",1,0,0,4,0,0,-3,5,0,0
1934-04-08,"NETHERLANDS","REPUBLIC OF IRELAND",5,0,0,2,0,0,3,7,0,0
1934-04-15,"LUXEMBOURG","FRANCE",1,0,0,6,1,0,-5,7,0,0.166666666666667
1934-04-25,"AUSTRIA","BULGARIA",6,0,0,1,0,0,5,7,0,0
1934-04-29,"BELGIUM","NETHERLANDS",2,0,0,4,0,0,-2,6,0,0
1934-04-29,"HUNGARY","BULGARIA",4,0,0,1,0,0,3,5,0,0
1934-04-29,"ROMANIA","YUGOSLAVIA",2,0,0,1,0,0,1,3,0,0
1934-05-24,"MEXICO","UNITED STATES",2,0,0,4,0,0,-2,6,0,0
1934-05-27,"ARGENTINA","SWEDEN",2,0,0,3,0,0,-1,5,0,0
1934-05-27,"AUSTRIA","FRANCE",3,0,0,2,1,0,1,5,0,0.5
1934-05-27,"BELGIUM","GERMANY",2,0,0,5,0,0,-3,7,0,0
1934-05-27,"BRAZIL","SPAIN",1,0,0,3,1,0,-2,4,0,0.333333333333333
1934-05-27,"CZECHOSLOVAKIA","ROMANIA",2,0,0,1,0,0,1,3,0,0
1934-05-27,"EGYPT","HUNGARY",2,0,0,4,0,0,-2,6,0,0
1934-05-27,"ITALY","UNITED STATES",7,0,0,1,0,0,6,8,0,0
1934-05-27,"NETHERLANDS","SWITZERLAND",2,0,0,3,0,0,-1,5,0,0
1934-05-31,"AUSTRIA","HUNGARY",2,0,0,1,1,0,1,3,0,1
1934-05-31,"CZECHOSLOVAKIA","SWITZERLAND",3,0,0,2,0,0,1,5,0,0
1934-05-31,"GERMANY","SWEDEN",2,0,0,1,0,0,1,3,0,0
1934-05-31,"ITALY","SPAIN",1,0,0,1,0,0,0,2,0,0
1934-06-01,"ITALY","SPAIN",1,0,0,0,0,0,1,1,0,0
1934-06-03,"CZECHOSLOVAKIA","GERMANY",3,0,0,1,0,0,2,4,0,0
1934-06-03,"ITALY","AUSTRIA",1,0,0,0,0,0,1,1,0,0
1934-06-07,"AUSTRIA","GERMANY",2,0,0,3,0,0,-1,5,0,0
1934-06-10,"ITALY","CZECHOSLOVAKIA",2,0,0,1,0,0,1,3,0,0
1935-01-06,"ARGENTINA","CHILE",4,0,0,1,0,0,3,5,0,0
1935-01-18,"CHILE","URUGUAY",1,0,0,2,0,0,-1,3,0,0
1935-01-20,"PERU","ARGENTINA",1,0,0,4,0,0,-3,5,0,0
1935-01-26,"PERU","CHILE",1,0,0,0,0,0,1,1,0,0
1935-08-20,"ESTONIA","LITHUANIA",1,0,0,2,0,0,-1,3,0,0
1935-08-21,"LITHUANIA","LATVIA",2,0,0,2,0,0,0,4,0,0
1935-08-22,"ESTONIA","LATVIA",1,0,0,1,0,0,0,2,0,0
1936-08-29,"LATVIA","LITHUANIA",2,0,0,1,0,0,1,3,0,0
1936-08-30,"ESTONIA","LITHUANIA",2,0,0,1,0,0,1,3,0,0
1936-08-31,"LATVIA","ESTONIA",2,1,0,1,1,0,1,3,0.5,1
1936-12-27,"BRAZIL","PERU",3,0,0,2,0,0,1,5,0,0
1936-12-30,"ARGENTINA","CHILE",2,0,0,1,0,0,1,3,0,0
1937-01-02,"PARAGUAY","URUGUAY",4,1,0,2,0,0,2,6,0.25,0
1937-01-03,"BRAZIL","CHILE",6,0,0,4,0,0,2,10,0,0
1937-01-06,"PERU","URUGUAY",2,0,0,4,0,0,-2,6,0,0
1937-01-09,"ARGENTINA","PARAGUAY",6,0,0,1,0,0,5,7,0,0
1937-01-10,"CHILE","URUGUAY",3,0,0,0,0,0,3,3,0,0
1937-01-13,"BRAZIL","PARAGUAY",5,0,0,0,0,0,5,5,0,0
1937-01-16,"ARGENTINA","PERU",1,0,0,0,0,0,1,1,0,0
1937-01-17,"CHILE","PARAGUAY",2,0,0,3,0,0,-1,5,0,0
1937-01-19,"BRAZIL","URUGUAY",3,0,0,2,0,0,1,5,0,0
1937-01-21,"CHILE","PERU",2,0,0,2,0,0,0,4,0,0
1937-01-23,"ARGENTINA","URUGUAY",2,0,0,3,0,0,-1,5,0,0
1937-01-30,"ARGENTINA","BRAZIL",1,0,0,0,0,0,1,1,0,0
1937-02-01,"ARGENTINA","BRAZIL",2,0,0,0,0,0,2,2,0,0
1937-06-16,"SWEDEN","FINLAND",4,0,0,0,0,0,4,4,0,0
1937-06-20,"SWEDEN","ESTONIA",7,1,0,2,0,0,5,9,0.142857142857143,0
1937-07-29,"LATVIA","LITHUANIA",4,0,0,2,0,0,2,6,0,0
1937-08-29,"GERMANY","ESTONIA",4,0,0,1,0,0,3,5,0,0
1937-09-03,"LITHUANIA","LATVIA",1,0,0,5,1,0,-4,6,0,0.2
1937-09-04,"LATVIA","ESTONIA",1,0,0,1,0,0,0,2,0,0
1937-10-05,"AUSTRIA","LATVIA",2,0,0,1,0,0,1,3,0,0
1937-10-10,"NORWAY","REPUBLIC OF IRELAND",3,0,0,2,0,0,1,5,0,0
1937-10-10,"POLAND","YUGOSLAVIA",4,0,0,0,0,0,4,4,0,0
1937-11-07,"BULGARIA","CZECHOSLOVAKIA",1,1,0,1,0,0,0,2,1,0
1937-11-07,"REPUBLIC OF IRELAND","NORWAY",3,0,0,3,0,0,0,6,0,0
1937-11-21,"GERMANY","SWEDEN",5,0,0,0,0,0,5,5,0,0
1937-11-28,"NETHERLANDS","LUXEMBOURG",4,0,0,0,0,0,4,4,0,0
1938-01-22,"ISRAEL","GREECE",1,0,0,3,0,0,-2,4,0,0
1938-02-20,"GREECE","ISRAEL",1,1,0,0,0,0,1,1,1,0
1938-03-13,"LUXEMBOURG","BELGIUM",2,0,0,3,0,0,-1,5,0,0
1938-03-25,"HUNGARY","GREECE",11,1,0,1,0,0,10,12,0.0909090909090909,0
1938-04-03,"BELGIUM","NETHERLANDS",1,0,0,1,0,0,0,2,0,0
1938-04-03,"YUGOSLAVIA","POLAND",1,0,0,0,0,0,1,1,0,0
1938-04-24,"CZECHOSLOVAKIA","BULGARIA",6,0,0,0,0,0,6,6,0,0
1938-05-01,"SWITZERLAND","PORTUGAL",2,0,0,1,1,0,1,3,0,1
1938-06-04,"GERMANY","SWITZERLAND",1,0,0,1,0,0,0,2,0,0
1938-06-05,"BRAZIL","POLAND",6,0,0,5,1,0,1,11,0,0.2
1938-06-05,"CUBA","ROMANIA",3,0,0,3,0,0,0,6,0,0
1938-06-05,"CZECHOSLOVAKIA","NETHERLANDS",3,0,0,0,0,0,3,3,0,0
1938-06-05,"FRANCE","BELGIUM",3,0,0,1,0,0,2,4,0,0
1938-06-05,"HUNGARY","INDONESIA",6,0,0,0,0,0,6,6,0,0
1938-06-05,"ITALY","NORWAY",2,0,0,1,0,0,1,3,0,0
1938-06-09,"CUBA","ROMANIA",2,0,0,1,0,0,1,3,0,0
1938-06-09,"GERMANY","SWITZERLAND",2,0,1,4,0,0,-2,6,0,0
1938-06-12,"BRAZIL","CZECHOSLOVAKIA",1,0,0,1,1,0,0,2,0,1
1938-06-12,"FRANCE","ITALY",1,0,0,3,0,0,-2,4,0,0
1938-06-12,"HUNGARY","SWITZERLAND",2,0,0,0,0,0,2,2,0,0
1938-06-14,"BRAZIL","CZECHOSLOVAKIA",2,0,0,1,0,0,1,3,0,0
1938-06-16,"BRAZIL","ITALY",1,0,0,2,1,0,-1,3,0,0.5
1938-06-16,"HUNGARY","SWEDEN",5,0,1,1,0,0,4,6,0,0
1938-06-19,"BRAZIL","SWEDEN",4,0,0,2,0,0,2,6,0,0
1938-06-19,"HUNGARY","ITALY",2,0,0,4,0,0,-2,6,0,0
1938-09-03,"ESTONIA","LITHUANIA",3,0,0,1,0,0,2,4,0,0
1938-09-04,"LATVIA","LITHUANIA",1,0,0,1,0,0,0,2,0,0
1938-09-05,"ESTONIA","LATVIA",1,0,0,1,0,0,0,2,0,0
1939-01-15,"CHILE","PARAGUAY",1,0,0,5,0,0,-4,6,0,0
1939-01-15,"PERU","ECUADOR",5,0,0,2,0,0,3,7,0,0
1939-01-22,"PERU","CHILE",3,1,0,1,0,0,2,4,0.333333333333333,0
1939-01-29,"CHILE","URUGUAY",2,0,0,3,0,0,-1,5,0,0
1939-01-29,"PERU","PARAGUAY",3,0,0,0,0,0,3,3,0,0
1939-02-05,"CHILE","ECUADOR",4,1,0,1,0,0,3,5,0.25,0
1939-02-05,"PARAGUAY","URUGUAY",1,0,0,3,1,0,-2,4,0,0.333333333333333
1939-02-12,"ECUADOR","PARAGUAY",1,0,0,3,0,0,-2,4,0,0
1939-02-12,"PERU","URUGUAY",2,0,0,1,0,0,1,3,0,0
1941-02-02,"CHILE","ECUADOR",5,0,0,0,0,0,5,5,0,0
1941-02-09,"CHILE","PERU",1,0,0,0,0,0,1,1,0,0
1941-02-12,"ARGENTINA","PERU",2,0,0,1,0,0,1,3,0,0
1941-02-16,"ARGENTINA","ECUADOR",6,0,0,1,0,0,5,7,0,0
1941-02-23,"ARGENTINA","URUGUAY",1,0,0,0,0,0,1,1,0,0
1942-01-10,"URUGUAY","CHILE",6,0,0,1,0,0,5,7,0,0
1942-01-11,"ARGENTINA","PARAGUAY",4,0,0,3,0,0,1,7,0,0
1942-01-14,"BRAZIL","CHILE",6,0,0,1,0,0,5,7,0,0
1942-01-17,"ARGENTINA","BRAZIL",2,0,0,1,0,0,1,3,0,0
1942-01-18,"PARAGUAY","PERU",1,0,0,1,0,0,0,2,0,0
1942-01-18,"URUGUAY","ECUADOR",7,0,0,0,0,0,7,7,0,0
1942-01-21,"BRAZIL","PERU",2,0,0,1,0,0,1,3,0,0
1942-01-22,"ARGENTINA","ECUADOR",12,0,0,0,0,0,12,12,0,0
1942-01-24,"URUGUAY","BRAZIL",1,0,0,0,0,0,1,1,0,0
1942-01-25,"ARGENTINA","PERU",3,0,0,1,0,0,2,4,0,0
1942-01-25,"ECUADOR","PARAGUAY",1,0,0,3,0,0,-2,4,0,0
1942-01-28,"ECUADOR","PERU",1,0,0,2,0,0,-1,3,0,0
1942-01-28,"URUGUAY","PARAGUAY",3,0,0,1,0,0,2,4,0,0
1942-01-31,"BRAZIL","ECUADOR",5,0,0,1,1,0,4,6,0,1
1942-02-01,"URUGUAY","PERU",3,0,0,0,0,0,3,3,0,0
1942-02-05,"BRAZIL","PARAGUAY",1,0,0,1,0,0,0,2,0,0
1942-02-05,"CHILE","ECUADOR",2,0,0,1,0,0,1,3,0,0
1942-02-07,"URUGUAY","ARGENTINA",1,0,0,0,0,0,1,1,0,0
1945-01-14,"CHILE","ECUADOR",6,0,0,3,0,0,3,9,0,0
1945-01-18,"ARGENTINA","BOLIVIA",4,0,0,0,0,0,4,4,0,0
1945-01-21,"BRAZIL","COLOMBIA",3,0,0,0,0,0,3,3,0,0
1945-01-24,"CHILE","BOLIVIA",5,0,0,0,0,0,5,5,0,0
1945-01-24,"ECUADOR","URUGUAY",1,0,0,5,0,0,-4,6,0,0
1945-01-31,"ARGENTINA","ECUADOR",4,0,0,2,0,0,2,6,0,0
1945-01-31,"CHILE","COLOMBIA",2,0,0,0,0,0,2,2,0,0
1945-02-07,"ARGENTINA","COLOMBIA",9,0,0,1,0,0,8,10,0,0
1945-02-07,"BRAZIL","URUGUAY",3,0,0,0,0,0,3,3,0,0
1945-02-11,"CHILE","ARGENTINA",1,0,0,1,0,0,0,2,0,0
1945-02-15,"ARGENTINA","BRAZIL",3,0,0,1,0,0,2,4,0,0
1945-02-18,"CHILE","URUGUAY",1,0,0,0,0,0,1,1,0,0
1945-02-18,"COLOMBIA","ECUADOR",3,0,0,1,0,0,2,4,0,0
1945-02-21,"BOLIVIA","COLOMBIA",3,0,0,3,0,0,0,6,0,0
1945-02-21,"BRAZIL","ECUADOR",9,0,0,2,0,0,7,11,0,0
1945-02-25,"ARGENTINA","URUGUAY",1,0,0,0,0,0,1,1,0,0
1946-01-12,"ARGENTINA","PARAGUAY",2,0,0,0,0,0,2,2,0,0
1946-01-19,"ARGENTINA","BOLIVIA",7,0,0,1,0,0,6,8,0,0
1946-01-19,"CHILE","PARAGUAY",2,0,0,1,0,0,1,3,0,0
1946-01-23,"BRAZIL","URUGUAY",4,0,0,3,0,0,1,7,0,0
1946-01-26,"ARGENTINA","CHILE",3,0,0,1,0,0,2,4,0,0
1946-01-26,"BOLIVIA","PARAGUAY",2,0,1,4,0,0,-2,6,0,0
1946-01-29,"BRAZIL","PARAGUAY",1,0,0,1,0,0,0,2,0,0
1946-02-02,"ARGENTINA","URUGUAY",3,0,0,1,0,0,2,4,0,0
1946-02-03,"BRAZIL","CHILE",5,0,0,1,1,0,4,6,0,1
1946-02-08,"BOLIVIA","CHILE",1,0,0,4,0,0,-3,5,0,0
1946-02-08,"PARAGUAY","URUGUAY",2,0,0,1,0,0,1,3,0,0
1946-02-10,"ARGENTINA","BRAZIL",2,0,0,0,0,0,2,2,0,0
1947-07-13,"MEXICO","UNITED STATES",5,1,0,0,0,0,5,5,0.2,0
1947-07-17,"CUBA","MEXICO",1,0,0,3,0,0,-2,4,0,0
1947-07-20,"CUBA","UNITED STATES",5,0,0,2,0,0,3,7,0,0
1947-11-30,"ECUADOR","BOLIVIA",2,0,0,2,0,0,0,4,0,0
1947-12-02,"ARGENTINA","PARAGUAY",6,0,0,0,0,0,6,6,0,0
1947-12-04,"ARGENTINA","BOLIVIA",7,0,0,0,0,0,7,7,0,0
1947-12-06,"PARAGUAY","PERU",2,0,0,2,0,0,0,4,0,0
1947-12-09,"CHILE","PERU",2,0,0,1,0,0,1,3,0,0
1947-12-11,"ARGENTINA","PERU",3,0,0,2,0,0,1,5,0,0
1947-12-13,"PARAGUAY","URUGUAY",4,0,0,2,0,0,2,6,0,0
1947-12-16,"ARGENTINA","CHILE",1,0,0,1,0,0,0,2,0,0
1947-12-16,"ECUADOR","URUGUAY",1,0,0,6,0,0,-5,7,0,0
1947-12-18,"ARGENTINA","COLOMBIA",6,0,0,0,0,0,6,6,0,0
1947-12-18,"BOLIVIA","PARAGUAY",1,0,0,3,0,0,-2,4,0,0
1947-12-23,"COLOMBIA","PERU",1,0,0,5,0,0,-4,6,0,0
1947-12-28,"ARGENTINA","URUGUAY",3,0,0,1,0,0,2,4,0,0
1947-12-29,"CHILE","COLOMBIA",4,0,0,1,0,0,3,5,0,0
