"country","fifa_version","num_players","overall_strength","max_overall","attack_strength","defense_strength","avg_pace","avg_shooting","avg_passing","avg_dribbling","avg_defending","avg_physic","balance","depth","quality_per_player"
"CROATIA",23,14,81.6428571428571,88,80.6666666666667,81.8,74.2307692307692,73.1538461538462,78.8461538461538,81.7692307692308,62.6923076923077,71.8461538461538,-1.13333333333333,6.35714285714286,5.83163265306122
"CROATIA",24,14,80.5714285714286,87,79.5,80.3333333333333,69.3846153846154,66.3076923076923,76.3846153846154,78.6923076923077,69,73.9230769230769,-0.833333333333329,6.42857142857143,5.75510204081633
"CUBA",15,2,62,76,62,76,74.5,49,56.5,58.5,57,69,-14,14,31
"CUBA",16,1,77,77,77,77,80,62,68,73,75,81,0,0,77
"CUBA",17,2,70,79,61,79,78.5,58,61.5,71,45.5,71,-18,9,35
"CUBA",18,2,73,77,69,77,81,64.5,64.5,74,44.5,76.5,-8,4,36.5
"CUBA",19,4,65,76,62,66.3333333333333,71,52.6666666666667,59,68.3333333333333,54.3333333333333,57.6666666666667,-4.33333333333333,11,16.25
"CUBA",20,4,67.25,75,65.5,67.3333333333333,69,56.6666666666667,62.3333333333333,68.6666666666667,54.6666666666667,63.6666666666667,-1.83333333333333,7.75,16.8125
"CUBA",21,5,65,75,65,66.25,63.25,46.25,55.25,58.75,55,64.25,-1.25,10,13
"CUBA",22,3,69,72,69,72,67.6666666666667,60.3333333333333,63.3333333333333,69,52.6666666666667,65,-3,3,23
"CUBA",23,5,64.4,70,70,64.5,65.75,51,55,59.5,52.5,63,5.5,5.59999999999999,12.88
"CUBA",24,4,67.5,71,67.5,67,66,59,62.6666666666667,68.6666666666667,52,65,0.5,3.5,16.875
"CURACAO",15,5,63.2,69,65,63,77.2,49.4,54.2,64.8,46.6,60,2,5.8,12.64
"CURACAO",16,11,65.5454545454545,73,63.1428571428571,67.6,75.1,53.2,53.6,63.8,44.5,63.6,-4.45714285714285,7.45454545454545,5.95867768595041
"CURACAO",17,13,68.6153846153846,75,67.8333333333333,69.1666666666667,77.75,59.5833333333333,58.3333333333333,67.75,48.3333333333333,66.5,-1.33333333333334,6.38461538461539,5.27810650887574
"CURACAO",18,11,67.7272727272727,74,65.8,69.2,77.6,58.2,59.9,66.6,46.3,63.8,-3.40000000000001,6.27272727272727,6.15702479338843
"CURACAO",19,12,67.5,74,67.75,67.3333333333333,73.6,59,59.4,65.2,47.2,68.6,0.416666666666671,6.5,5.625
"CURACAO",20,14,66.9285714285714,74,66.8,66.625,73.1538461538462,55.7692307692308,57.3846153846154,64.6153846153846,48,67.6153846153846,0.174999999999997,7.07142857142857,4.78061224489796
"CURACAO",21,13,65.3076923076923,75,63.2857142857143,66.6666666666667,74.1666666666667,58.6666666666667,55.3333333333333,65.5833333333333,43.75,64.6666666666667,-3.38095238095239,9.69230769230769,5.02366863905325
"CURACAO",22,11,67.5454545454545,74,66.5,68.6666666666667,70.1,60.5,58.5,65,47.1,70.6,-2.16666666666667,6.45454545454545,6.1404958677686
"CURACAO",23,12,66.8333333333333,73,66.3333333333333,66.1666666666667,73.0909090909091,55.9090909090909,56.7272727272727,65.7272727272727,47.1818181818182,67.6363636363636,0.166666666666657,6.16666666666667,5.56944444444444
"CURACAO",24,12,66.6666666666667,72,67,66.5,73.3636363636364,53.4545454545455,56,64.2727272727273,51.1818181818182,71.1818181818182,0.5,5.33333333333333,5.55555555555556
"CYPRUS",15,3,61.3333333333333,70,70,57,75.3333333333333,45.3333333333333,45.6666666666667,51.6666666666667,51,68,13,8.66666666666666,20.4444444444444
"CYPRUS",16,3,69,72,71,68,79,49.6666666666667,58.6666666666667,64.3333333333333,57,73.3333333333333,3,3,23
"CYPRUS",17,5,64.8,70,64,65.3333333333333,74.2,56,57.4,62.6,47.2,62.8,-1.33333333333333,5.2,12.96
"CYPRUS",18,11,62.4545454545455,73,61.25,62.75,66.4545454545455,48.8181818181818,54.6363636363636,59.8181818181818,50.6363636363636,64.0909090909091,-1.5,10.5454545454545,5.67768595041322
"CYPRUS",19,8,64,74,60,65.3333333333333,67.125,52.625,54,60.375,53.875,67.25,-5.33333333333333,10,8
"CYPRUS",20,11,61.7272727272727,75,62,64.1428571428571,64.6363636363636,49.0909090909091,51.9090909090909,57,52.6363636363636,65.3636363636364,-2.14285714285714,13.2727272727273,5.61157024793388
"CYPRUS",21,7,62.8571428571429,74,64,64,63.5714285714286,51.5714285714286,56.2857142857143,59.2857142857143,53.7142857142857,65.1428571428571,0,11.1428571428571,8.97959183673469
"CYPRUS",22,14,63.8571428571429,74,63.6666666666667,64.5714285714286,65.9230769230769,47.1538461538462,53.6923076923077,61.2307692307692,44.2307692307692,58.8461538461538,-0.904761904761905,10.1428571428571,4.56122448979592
"CYPRUS",23,14,66.2142857142857,72,67.6,65.8,68.3846153846154,46.6923076923077,55.3846153846154,61.6153846153846,52.3076923076923,65.8461538461538,1.8,5.78571428571429,4.72959183673469
"CYPRUS",24,14,66.5714285714286,71,66.4,66.6666666666667,66.9166666666667,51.9166666666667,56.5,62.8333333333333,49.5,64.75,-0.266666666666666,4.42857142857143,4.75510204081633
"CZECH REPUBLIC",15,14,75.3571428571429,85,74.8,76,73.1666666666667,62.3333333333333,62.25,69.0833333333333,54.0833333333333,68.6666666666667,-1.2,9.64285714285714,5.38265306122449
"CZECH REPUBLIC",16,14,76.2142857142857,85,76.3333333333333,76.1818181818182,71.6363636363636,61.6363636363636,69.3636363636364,71.9090909090909,64.8181818181818,69.3636363636364,0.151515151515142,8.78571428571429,5.44387755102041
"CZECH REPUBLIC",17,14,77.6428571428571,88,77.8,77.7,70.4545454545455,64,72.3636363636364,74.0909090909091,60,67.0909090909091,0.0999999999999943,10.3571428571429,5.54591836734694
"CZECH REPUBLIC",18,14,77.2142857142857,86,77.8333333333333,77.2222222222222,74.8,63.9,70.7,75.2,58,68.4,0.6111111111111,8.78571428571429,5.51530612244898
"CZECH REPUBLIC",19,14,77.5714285714286,82,77.2,78.1,72.4,63.2,68.6,72.5,61.9,73.3,-0.899999999999991,4.42857142857143,5.54081632653061
"CZECH REPUBLIC",20,14,77.5714285714286,84,77,78.2,71,63.1818181818182,71.3636363636364,74,65.5454545454545,72.0909090909091,-1.2,6.42857142857143,5.54081632653061
"CZECH REPUBLIC",21,14,78.1428571428571,82,77,78.7272727272727,71.0909090909091,64.6363636363636,72.9090909090909,75.8181818181818,66.0909090909091,73.4545454545455,-1.72727272727273,3.85714285714286,5.58163265306122
"CZECH REPUBLIC",22,14,78.2857142857143,82,78.2,78.6,73.4545454545455,66.8181818181818,72.8181818181818,75.2727272727273,66.3636363636364,77.8181818181818,-0.399999999999991,3.71428571428571,5.59183673469388
"CZECH REPUBLIC",23,14,78.3571428571429,85,79.5,77.7,72.5454545454545,67.7272727272727,71.5454545454545,74.6363636363636,63.1818181818182,79.7272727272727,1.8,6.64285714285714,5.5969387755102
"CZECH REPUBLIC",24,14,77.2142857142857,83,78,76.7777777777778,72.7272727272727,71.0909090909091,71.3636363636364,75.2727272727273,59.6363636363636,77.8181818181818,1.22222222222223,5.78571428571429,5.51530612244898
"DR CONGO",15,14,71.2142857142857,76,70.2,72.5,76.2857142857143,59.2857142857143,58.0714285714286,66.9285714285714,50.6428571428571,71.9285714285714,-2.3,4.78571428571429,5.08673469387755
"DR CONGO",16,14,73.4285714285714,78,74.4,72.8888888888889,75.1428571428571,58,62.6428571428571,68,59.8571428571429,74.7857142857143,1.51111111111112,4.57142857142857,5.24489795918367
"DR CONGO",17,14,74.8571428571429,81,75.5,74.4,78.8571428571429,65.6428571428571,64.7142857142857,73.2142857142857,47.0714285714286,72.5714285714286,1.09999999999999,6.14285714285714,5.3469387755102
"DR CONGO",18,14,74.7857142857143,81,75.375,74.2,79.8571428571429,66.3571428571429,65.5,74.2142857142857,48.2142857142857,70.6428571428571,1.175,6.21428571428571,5.34183673469388
"DR CONGO",19,14,75,82,75.3333333333333,75,79.4285714285714,64.5,65.0714285714286,72.9285714285714,48.1428571428571,71.2142857142857,0.333333333333329,7,5.35714285714286
"DR CONGO",20,14,74.6428571428571,82,74.8888888888889,74.6,76.1428571428571,63.6428571428571,64.4285714285714,71.5,48.2857142857143,69.5,0.288888888888891,7.35714285714286,5.33163265306122
"DR CONGO",21,14,74.4285714285714,80,74.8888888888889,74.1666666666667,76.7857142857143,62.5714285714286,64.1428571428571,71.6428571428571,50.1428571428571,71.7142857142857,0.722222222222214,5.57142857142857,5.31632653061224
"DR CONGO",22,14,74.6428571428571,80,74.7777777777778,74.8333333333333,76.8571428571429,64.0714285714286,65.2142857142857,72.1428571428571,52.0714285714286,72.0714285714286,-0.0555555555555571,5.35714285714286,5.33163265306122
"DR CONGO",23,14,73.6428571428571,79,73.7777777777778,73.4285714285714,77.4285714285714,62.5714285714286,64.7142857142857,72.5714285714286,53.4285714285714,68.6428571428571,0.349206349206341,5.35714285714286,5.26020408163265
"DR CONGO",24,14,74,80,74.7142857142857,73.5555555555556,78.2142857142857,62.5714285714286,66.4285714285714,73.1428571428571,58.2142857142857,71.9285714285714,1.15873015873015,6,5.28571428571429
"DENMARK",15,14,76.3571428571429,82,76.3333333333333,76.2222222222222,69.5833333333333,65.3333333333333,69.4166666666667,70.4166666666667,59.5833333333333,70.3333333333333,0.1111111111111,5.64285714285714,5.45408163265306
"DENMARK",16,14,77.5714285714286,83,77.6,77.5555555555556,69.0769230769231,60.9230769230769,68.3846153846154,68.5384615384615,64.3076923076923,73.1538461538462,0.0444444444444372,5.42857142857143,5.54081632653061
"DENMARK",17,14,78.5714285714286,84,80,77.7777777777778,68.25,55,65.75,65.6666666666667,65.6666666666667,74.75,2.22222222222223,5.42857142857143,5.61224489795918
"DENMARK",18,14,79.4285714285714,87,79.5,79.4285714285714,68.6923076923077,64.6923076923077,71.5384615384615,71.8461538461538,58.8461538461538,71.4615384615385,0.0714285714285694,7.57142857142857,5.6734693877551
"DENMARK",19,14,79.3571428571429,88,78.2857142857143,79.5714285714286,71.6923076923077,64.3076923076923,69.6153846153846,70.7692307692308,61.9230769230769,73.9230769230769,-1.28571428571428,8.64285714285714,5.66836734693878
"DENMARK",20,14,79.8571428571429,88,81,79.4,68.8461538461538,63.6153846153846,70.8461538461538,71.0769230769231,67.6923076923077,74,1.59999999999999,8.14285714285714,5.70408163265306
"DENMARK",21,14,79.0714285714286,85,80.6666666666667,78.6363636363636,67.3333333333333,61.75,69.25,67.9166666666667,69.5833333333333,75.9166666666667,2.03030303030303,5.92857142857143,5.64795918367347
"DENMARK",22,14,79.7142857142857,85,78.1666666666667,80.4444444444444,69.3846153846154,63.8461538461538,70.7692307692308,71.2307692307692,65.5384615384615,74.3076923076923,-2.27777777777777,5.28571428571429,5.69387755102041
"DENMARK",23,14,79.2857142857143,83,77.6,80.4,71.8461538461538,66.0769230769231,71.5384615384615,73.2307692307692,65.6153846153846,74.2307692307692,-2.80000000000001,3.71428571428571,5.66326530612245
"DENMARK",24,14,79.5,84,77,80.1818181818182,67.4166666666667,62.3333333333333,71.8333333333333,72.8333333333333,69.3333333333333,75.4166666666667,-3.18181818181819,4.5,5.67857142857143
"DOMINICAN REPUBLIC",16,1,64,64,64,64,51,27,47,34,64,74,0,0,64
"DOMINICAN REPUBLIC",17,2,71.5,72,71,72,62.5,50,51.5,57.5,51.5,73.5,-1,0.5,35.75
"DOMINICAN REPUBLIC",18,2,74.5,76,74.5,73,66.5,56,56.5,63,52,76,1.5,1.5,37.25
"DOMINICAN REPUBLIC",19,3,73,80,77.5,69.5,75,66,63.6666666666667,68,55.3333333333333,68.6666666666667,8,7,24.3333333333333
"DOMINICAN REPUBLIC",20,4,67.5,79,79,65.5,66,50.25,53.25,63.5,49.75,65.25,13.5,11.5,16.875
"DOMINICAN REPUBLIC",21,4,66.75,77,69.5,67,74,57.75,56,66,42,60.25,2.5,10.25,16.6875
"DOMINICAN REPUBLIC",22,4,65,75,66.3333333333333,65,73,61.5,56.25,67.25,32.25,57.5,1.33333333333333,10,16.25
"DOMINICAN REPUBLIC",23,3,65,74,65,65,69.6666666666667,56.3333333333333,54.6666666666667,65.3333333333333,44,59.3333333333333,0,9,21.6666666666667
"DOMINICAN REPUBLIC",24,6,61,73,68,58.6,66.75,44.5,52.75,59,54,65,9.4,12,10.1666666666667
"EAST TIMOR",16,1,65,65,65,65,72,53,65,66,45,46,0,0,65
"ECUADOR",15,14,72.7857142857143,80,74.375,73.1666666666667,80.4166666666667,66.75,68,73.3333333333333,51,70.3333333333333,1.20833333333333,7.21428571428571,5.19897959183673
"ECUADOR",16,14,73.9285714285714,79,74.6363636363636,74.75,82.4615384615385,67.3846153846154,67.5384615384615,76.1538461538462,45.6153846153846,68.1538461538462,-0.11363636363636,5.07142857142857,5.28061224489796
"ECUADOR",17,14,74.9285714285714,80,75.5,75.8,78.6923076923077,64.6153846153846,66.3846153846154,72.5384615384615,48.2307692307692,72.0769230769231,-0.299999999999997,5.07142857142857,5.35204081632653
"ECUADOR",18,14,74.6428571428571,83,74.25,75.1666666666667,76.6153846153846,62.6923076923077,66.6153846153846,73.1538461538462,48.2307692307692,69.3846153846154,-0.916666666666671,8.35714285714286,5.33163265306122
"ECUADOR",19,14,74.7857142857143,82,74.4285714285714,75.3333333333333,80.9166666666667,65.3333333333333,67.9166666666667,75.3333333333333,49.0833333333333,68.75,-0.904761904761898,7.21428571428571,5.34183673469388
"ECUADOR",20,14,75.7142857142857,81,76,75.2,69.6153846153846,64.9230769230769,63.8461538461538,68.8461538461538,47.9230769230769,71.9230769230769,0.799999999999997,5.28571428571429,5.40816326530612
"ECUADOR",21,14,76,80,76.2857142857143,75.6666666666667,71.25,63.4166666666667,65.5833333333333,71.0833333333333,49.9166666666667,70.9166666666667,0.61904761904762,4,5.42857142857143
"ECUADOR",22,14,74.3571428571429,79,75.3,73.4,76.9285714285714,61.7142857142857,66.3571428571429,72.5714285714286,51.7142857142857,69.2857142857143,1.89999999999999,4.64285714285714,5.31122448979592
"ECUADOR",23,14,74.2142857142857,79,74.7777777777778,74.1666666666667,76.3076923076923,61.0769230769231,68,73.3846153846154,52.9230769230769,66.9230769230769,0.6111111111111,4.78571428571429,5.30102040816327
"ECUADOR",24,14,75.4285714285714,80,75.6666666666667,75.3636363636364,75.2,55.9,68.7,73.2,64.9,71,0.303030303030312,4.57142857142857,5.38775510204082
"EGYPT",15,14,71.3571428571429,76,70.7777777777778,71.6,73.4615384615385,63.5384615384615,63.8461538461538,68.7692307692308,50.3076923076923,69.9230769230769,-0.822222222222223,4.64285714285714,5.0969387755102
"EGYPT",16,14,72.4285714285714,80,73.4285714285714,71.75,71.5833333333333,63.1666666666667,62.5,70,52.9166666666667,71.5,1.67857142857143,7.57142857142857,5.1734693877551
"EGYPT",17,14,72.7857142857143,81,73.8333333333333,72.3333333333333,73.5833333333333,62.3333333333333,65.3333333333333,71.75,53.0833333333333,71,1.5,8.21428571428571,5.19897959183673
"EGYPT",18,14,73.4285714285714,83,73.8571428571429,72.7142857142857,72.2307692307692,58.6923076923077,63.3846153846154,70.0769230769231,50.8461538461538,68.1538461538462,1.14285714285715,9.57142857142857,5.24489795918367
"EGYPT",19,14,74.6428571428571,88,76,73.2857142857143,70.6923076923077,57.4615384615385,63.8461538461538,69.4615384615385,54.7692307692308,69.6153846153846,2.71428571428571,13.3571428571429,5.33163265306122
"EGYPT",20,14,74.0714285714286,90,75.8333333333333,72.5714285714286,69.5384615384615,60.1538461538462,64.3076923076923,70.3076923076923,53.3846153846154,69.7692307692308,3.26190476190476,15.9285714285714,5.29081632653061
"EGYPT",21,14,74,90,74.5,73,70.75,65.4166666666667,65.3333333333333,71.3333333333333,52.3333333333333,70.3333333333333,1.5,16,5.28571428571429
"EGYPT",22,12,72.25,89,71.875,73,69.1666666666667,61.75,62.6666666666667,70.75,48.5833333333333,69.0833333333333,-1.125,16.75,6.02083333333333
"EGYPT",23,13,71.3846153846154,90,70.4444444444444,73.5,65.6153846153846,62.5384615384615,63.1538461538462,70.0769230769231,47.1538461538462,69,-3.05555555555556,18.6153846153846,5.49112426035503
"EGYPT",24,13,70.8461538461538,89,69.1111111111111,74.75,67.6153846153846,61.3846153846154,62.6923076923077,69.1538461538462,48.6153846153846,67.2307692307692,-5.63888888888889,18.1538461538462,5.44970414201183
"EL SALVADOR",16,1,70,70,70,70,66,57,65,64,65,75,0,0,70
"EL SALVADOR",17,3,68.3333333333333,71,67,71,71,63.3333333333333,61,67,43,64.3333333333333,-4,2.66666666666667,22.7777777777778
"EL SALVADOR",18,2,69,70,69,70,67.5,62,64,66,52,64,-1,1,34.5
"EL SALVADOR",19,5,66.2,70,68,66.5,68,55.6,55.8,61.8,50.4,58.6,1.5,3.8,13.24
"EL SALVADOR",20,4,67.25,70,67.5,68,64.5,61.75,61,67.25,44,58,-0.5,2.75,16.8125
"EL SALVADOR",21,4,66.25,69,68,65.6666666666667,64.5,52.25,55.5,61.5,54.5,61.5,2.33333333333333,2.75,16.5625
"EL SALVADOR",22,4,65,69,65,65,56.3333333333333,55.6666666666667,58.3333333333333,61,63.6666666666667,71,0,4,16.25
"EL SALVADOR",23,6,63.1666666666667,68,61.6666666666667,65.25,59.8,54.6,57,62,49.6,63.8,-3.58333333333334,4.83333333333334,10.5277777777778
"EL SALVADOR",24,4,64,67,67,63,62,56.3333333333333,53,61.3333333333333,46,67.6666666666667,4,3,16
"ENGLAND",15,14,81.5,86,82.25,81.2222222222222,73.5384615384615,69.9230769230769,71.3076923076923,73.9230769230769,61.5384615384615,74.6153846153846,1.02777777777777,4.5,5.82142857142857
"ENGLAND",16,14,82.4285714285714,86,83.2,82.2,74.2307692307692,66.7692307692308,70.7692307692308,73.1538461538462,66.2307692307692,74.9230769230769,1,3.57142857142857,5.88775510204082
"ENGLAND",17,14,82.9285714285714,84,82.7142857142857,83,74.4166666666667,68,68.0833333333333,72.75,63,76.6666666666667,-0.285714285714292,1.07142857142857,5.9234693877551
"ENGLAND",18,14,82.6428571428571,86,83.1666666666667,82.2222222222222,76.6666666666667,70.4166666666667,72.9166666666667,76.6666666666667,67,76.1666666666667,0.944444444444443,3.35714285714286,5.9030612244898
"ENGLAND",19,14,82.8571428571429,89,83.625,82.125,76.3333333333333,66.9166666666667,72.75,76.5833333333333,65.9166666666667,75.5,1.5,6.14285714285714,5.91836734693878
"ENGLAND",20,14,83.6428571428571,89,84.6666666666667,82.7142857142857,78.3076923076923,69.3846153846154,75.1538461538462,79.6923076923077,64.5384615384615,74.8461538461538,1.95238095238096,5.35714285714286,5.97448979591837
"ENGLAND",21,14,84.8571428571429,88,85.7142857142857,83.875,78.6923076923077,68.5384615384615,76.4615384615385,80.0769230769231,66.6923076923077,76.3076923076923,1.83928571428571,3.14285714285714,6.06122448979592
"ENGLAND",22,14,85.3571428571429,90,85.6666666666667,84.6666666666667,78.1428571428571,73.3571428571429,79.7857142857143,81.9285714285714,61.7142857142857,73.1428571428571,1,4.64285714285714,6.0969387755102
"ENGLAND",23,14,84.9285714285714,89,85.125,84.6666666666667,78.9285714285714,72.0714285714286,78.7857142857143,81.1428571428571,64.4285714285714,73.5,0.458333333333329,4.07142857142857,6.06632653061224
"ENGLAND",24,14,85.2857142857143,90,85.625,84.7142857142857,77,72.0769230769231,80.0769230769231,81.6153846153846,68.5384615384615,74.8461538461538,0.910714285714292,4.71428571428571,6.09183673469388
"EQUATORIAL GUINEA",15,4,65.25,70,68,63.6666666666667,84,59.3333333333333,61.6666666666667,65.6666666666667,52,74,4.33333333333334,4.75,16.3125
"EQUATORIAL GUINEA",16,6,64.3333333333333,69,65,65.5,72.4,52.6,59.2,62,55,69.4,-0.5,4.66666666666667,10.7222222222222
"EQUATORIAL GUINEA",17,7,64.8571428571429,72,66.5,65.5,78.8333333333333,54.6666666666667,54.6666666666667,61.8333333333333,47,65.6666666666667,1,7.14285714285714,9.26530612244898
"EQUATORIAL GUINEA",18,6,67,71,69.3333333333333,66.25,81.6,58.4,58.6,66.4,44.4,66.4,3.08333333333333,4,11.1666666666667
"EQUATORIAL GUINEA",19,6,67.6666666666667,71,66.6666666666667,68.6666666666667,77,58.2,60,67.4,43.4,63.8,-2,3.33333333333333,11.2777777777778
"EQUATORIAL GUINEA",20,6,69,77,66,70,70,52.4,64.6,65.4,57.2,68.4,-4,8,11.5
"EQUATORIAL GUINEA",21,6,66.6666666666667,76,64.6666666666667,73,69.3333333333333,55.8333333333333,62.6666666666667,66.5,52.8333333333333,65.6666666666667,-8.33333333333333,9.33333333333333,11.1111111111111
"EQUATORIAL GUINEA",22,5,69,75,65.6666666666667,74,69.8,56.6,63.4,68.6,52.6,65,-8.33333333333333,6,13.8
"EQUATORIAL GUINEA",23,9,66.3333333333333,75,66.3333333333333,66.4285714285714,67.875,47.375,56.5,60,63.375,67.625,-0.095238095238102,8.66666666666667,7.37037037037037
"EQUATORIAL GUINEA",24,7,69.4285714285714,75,69.4285714285714,69,70.3333333333333,53.1666666666667,61.8333333333333,66.5,65.3333333333333,69.1666666666667,0.428571428571431,5.57142857142857,9.91836734693878
"ERITREA",17,1,71,71,71,71,55,68,60,64,43,72,0,0,71
"ERITREA",18,1,71,71,71,71,54,68,61,66,43,72,0,0,71
"ERITREA",19,1,71,71,71,71,50,68,64,67,45,75,0,0,71
"ERITREA",20,1,71,71,71,71,55,68,65,67,45,76,0,0,71
"ERITREA",21,2,68.5,70,68.5,68.5,61.5,64.5,64.5,69,50,69.5,0,1.5,34.25
"ERITREA",22,1,67,67,67,67,47,67,64,65,39,69,0,0,67
"ESTONIA",15,9,62.8888888888889,74,60.2,66.25,70.25,56.125,52.125,61.375,40.875,61.375,-6.05,11.1111111111111,6.98765432098765
"ESTONIA",16,8,65.125,77,64,65.5,69.5,54.5,60.3333333333333,63.6666666666667,55,70.1666666666667,-1.5,11.875,8.140625
"ESTONIA",17,10,66.5,79,67,67,69.625,54.75,58.125,63.875,53.375,69,0,12.5,6.65
"ESTONIA",18,9,66.2222222222222,78,65,67.6666666666667,63.5555555555556,50.3333333333333,59.6666666666667,61.2222222222222,59.6666666666667,67,-2.66666666666667,11.7777777777778,7.35802469135803
"ESTONIA",19,13,64.6923076923077,77,63.5,65.4444444444444,65.1818181818182,50.4545454545455,56.7272727272727,60,56.3636363636364,67.0909090909091,-1.94444444444444,12.3076923076923,4.97633136094675
"ESTONIA",20,6,66.3333333333333,76,66,66.3333333333333,56.2,45.2,53.8,55.6,65,72,-0.333333333333329,9.66666666666667,11.0555555555556
"ESTONIA",21,5,64.2,74,59,68.6666666666667,56.6,50,55.2,58.8,55.4,63.8,-9.66666666666667,9.8,12.84
"ESTONIA",22,1,60,60,60,60,67,36,50,57,58,59,0,0,60
"ESTONIA",23,10,62.8,68,60.25,65.8,62.2222222222222,56.1111111111111,53.2222222222222,59.7777777777778,43.6666666666667,62.4444444444444,-5.55,5.2,6.28
"ESTONIA",24,7,62.4285714285714,70,58,63.8,64.6666666666667,49.3333333333333,54.8333333333333,57.6666666666667,56.3333333333333,66,-5.8,7.57142857142857,8.91836734693878
"ESWATINI",18,1,63,63,63,63,71,51,62,69,43,38,0,0,63
"ETHIOPIA",16,2,69,69,69,69,71,50.5,58,65,63.5,59,0,0,34.5
"ETHIOPIA",17,1,66,66,66,66,61,33,56,54,66,67,0,0,66
"ETHIOPIA",18,2,65.5,67,65.5,65.5,69.5,58,58,66.5,58,65,0,1.5,32.75
"ETHIOPIA",19,1,64,64,64,64,76,63,62,71,58,51,0,0,64
"ETHIOPIA",20,1,64,64,64,64,71,63,62,71,58,50,0,0,64
"ETHIOPIA",21,2,58.5,64,64,58.5,67.5,45.5,53,58.5,53.5,59,5.5,5.5,29.25
"ETHIOPIA",22,1,64,64,64,64,69,61,61,69,57,51,0,0,64
"ETHIOPIA",23,2,63,65,65,61,78,59,56.5,67,36,46,4,2,31.5
"ETHIOPIA",24,1,66,66,66,66,72,42,65,65,58,58,0,0,66
"FAROE ISLANDS",15,4,54,63,50,58,64,42,43.3333333333333,49,41,53.3333333333333,-8,9,13.5
"FAROE ISLANDS",16,2,56.5,58,55,55,66,56.5,51.5,56,49.5,58.5,0,1.5,28.25
"FAROE ISLANDS",17,4,60.75,63,60.75,58,71.75,56.5,54.75,60.25,42,60.5,2.75,2.25,15.1875
"FAROE ISLANDS",18,6,60.8333333333333,66,63.5,62,66.3333333333333,51.8333333333333,53.8333333333333,58.1666666666667,45.5,66.5,1.5,5.16666666666666,10.1388888888889
"FAROE ISLANDS",19,6,60.3333333333333,65,64,61.6666666666667,70.8333333333333,49,52.3333333333333,57.6666666666667,49.6666666666667,66.1666666666667,2.33333333333334,4.66666666666666,10.0555555555556
"FAROE ISLANDS",20,5,61.4,68,61.4,65,72.6,55.8,57,62,43.6,66.8,-3.6,6.6,12.28
"FAROE ISLANDS",21,5,64.4,68,66,63,70.6,58.4,60.8,65.2,51,68.8,3,3.59999999999999,12.88
"FAROE ISLANDS",22,3,63,65,65,63,63,47,51.3333333333333,55.3333333333333,59.3333333333333,67,2,2,21
"FAROE ISLANDS",23,5,60.4,64,59.3333333333333,60.3333333333333,65.8,52.6,55.8,60.8,47.8,60.6,-1,3.6,12.08
"FAROE ISLANDS",24,3,57.3333333333333,63,57.3333333333333,59,64.6666666666667,50.3333333333333,51,58,43,54.6666666666667,-1.66666666666666,5.66666666666666,19.1111111111111
"FIJI",15,1,61,61,61,61,80,55,45,66,25,40,0,0,61
"FIJI",16,1,66,66,66,66,87,64,57,68,21,46,0,0,66
"FIJI",17,1,67,67,67,67,88,66,58,69,28,57,0,0,67
"FIJI",18,1,69,69,69,69,87,68,59,72,28,57,0,0,69
"FIJI",19,1,72,72,72,72,91,67,62,76,48,74,0,0,72
"FIJI",22,1,72,72,72,72,90,72,66,73,46,79,0,0,72
"FIJI",23,1,70,70,70,70,90,69,66,72,46,78,0,0,70
"FIJI",24,1,68,68,68,68,88,67,64,70,46,79,0,0,68
"FINLAND",15,14,70.7142857142857,79,71.6666666666667,70.4285714285714,66.9166666666667,63.0833333333333,64.6666666666667,68.3333333333333,53.1666666666667,69.25,1.23809523809524,8.28571428571429,5.05102040816327
"FINLAND",16,14,72.1428571428571,82,72.6,72.5,67.3333333333333,60.1666666666667,63.5833333333333,65.6666666666667,59.4166666666667,73.25,0.0999999999999943,9.85714285714286,5.1530612244898
"FINLAND",17,14,72.7857142857143,81,72.6,72.7142857142857,66.1538461538462,59.6153846153846,63.3846153846154,65.2307692307692,56.7692307692308,71.9230769230769,-0.114285714285714,8.21428571428571,5.19897959183673
"FINLAND",18,14,73.0714285714286,81,71.4,74,66,60.6153846153846,63.3076923076923,66.3846153846154,57,72.6153846153846,-2.59999999999999,7.92857142857143,5.21938775510204
"FINLAND",19,14,73,84,71.4,73.5,67,60.25,63.3333333333333,67.3333333333333,58.8333333333333,71.5833333333333,-2.09999999999999,11,5.21428571428571
"FINLAND",20,14,73.2142857142857,83,73,73.3333333333333,67.4545454545455,61.1818181818182,64.7272727272727,69.7272727272727,59.5454545454545,70.7272727272727,-0.333333333333329,9.78571428571429,5.22959183673469
"FINLAND",21,14,72.8571428571429,83,72,73.75,68.4166666666667,62,64.5833333333333,69.9166666666667,57.9166666666667,70.1666666666667,-1.75,10.1428571428571,5.20408163265306
"FINLAND",22,14,72.5714285714286,83,72.2,72.5,63.75,60.6666666666667,62.5,67.5833333333333,57.3333333333333,71.75,-0.299999999999997,10.4285714285714,5.18367346938776
"FINLAND",23,14,72.5714285714286,83,71.8,73.2857142857143,66.4166666666667,61.75,64.25,69.0833333333333,58.25,71.4166666666667,-1.48571428571429,10.4285714285714,5.18367346938776
"FINLAND",24,14,72.5,81,72,72.7142857142857,66.3333333333333,64.4166666666667,65.9166666666667,70.6666666666667,55.75,70,-0.714285714285708,8.5,5.17857142857143
